Indicador,Formación bruta de capital fijo,Talento,Incidencia delictiva,Percepción sobre inseguridad,Imparcialidad de los jueces,Calidad institucional de la justicia,Duración procedimientos mercantiles,Indice de eficiencia en la ejecución de sentencias,Ejecución de contratos,Notarías,Tasa de homicidios,Tasa de reforestación anual,Fuentes de energía no contaminantes,Emergencias ambientales,Areas naturales protegidas,Empresas certificadas por su responsabilidad ambiental (en cada diez mil unidades económicas),Relación de la producción agrícola y consumo de agua en la agricultura,"Sobre_
explotación de acuíferos",Volumen tratado de aguas residuales (Caudal tratado),Porcentaje de disposición de residuos sólidos en rellenos sanitarios,Tasa de dependencia económica,Población con acceso a agua potable,Esperanza de vida,Población sin acceso a instituciones de salud,Coeficiente de desigualdad en los ingresos,Número de médicos por cada mil habitantes,Muertes provocadas por desnutrición,Tasa neta participación laboral mujer,Ingreso promedio de la mujer,Presencia de la mujer en el congreso,Analfabetismo,Eficiencia terminal en secundaria,Eficiencia terminal en preparatoria,Atracción de talento,Calidad educativa,Población económicamente activa que ha recibido capacitación,Deuda directa,Pasivos promedio del gobierno,Crecimiento promedio del PIB,Deuda como porcentaje de ingresos garantizables,Plazo promedio de vencimiento de la deuda,Extensión de período gubernamental de presidentes municipales,Participación ciudadana en las elecciones,Índice Molinar,Elasticidad Salario-PIB,Salarios promedio,Productividad agrícola (por Ha. Cosechada),Grado promedio de escolaridad,Costo de inmuebles,Venta de inmuebles,Productividad neta de los activos,Disponibilidad de capital,Densidad de las tierras agrícolas por trabajador,Porcentaje de hogares con televisión de paga y telefonía fija,Penetración de la telefonía movil,Porcentaje de hogares que cuentan con internet,Penetración informática,Cobertura de la banca,Red carretera avanzada,Accidentes por malas condiciones del camino,Carga portuaria (aérea y marítima),Número de vuelos (operaciones / 1000 PEA),Destinos aéreos ,Densidad de transporte público,Tamaño del mercado hipotecario,Penetración del sistema financiero privado,"Presencia de la banca comercial (oficinas /100,000 hbt)",Penetración del seguro en la economía,Disponibilidad de aeropuertos,Índice de calidad de la transparencia,Facilidad para abrir una empresa,Agilidad del registro público,Índice de calidad de calidad de gobierno electrónico,Índice de información presupuestal,Autonomía fiscal,Inversión en bienes informáticos,Eficiencia en recaudación,Recaudación de tenencia,Índice de corrupción y buen gobierno,Mercado informal,Flujo de extranjeros,Ingresos por turismo,Intercambio comercial con el exterior,Inversión extranjera directa (neta),Correspondencia internacional enviada y recibida,"PIB sector industrial (incluye construccion, manufactura, mineria, electricidad, agua y gas)","PIB servicios (incluye comercio, restaurantes, hoteles, transporte, almacenaje, telecomunicaciones, servicios financieros, seguros, actividades inmobiliarias y de alquiler, servicios comunales, sociales y personales)",Coeficiente de invención,Empresas con ISO 9000,Número de investgadores
México,36.595639547,43.0838407684,44.398340249,17.4912486324,100,67.8069486721,62.6796011465,36.4462349518,63.2911392405,14.0406866888,90.0186515858,21.7987024672,53.9800494102,73.9130434783,14.9206943132,2.185840726,1.8594887903,63.5761589404,47.3203732043,56.2894010446,68.3083021764,59.7923070837,82.4272885177,59.051809797,54.8938523722,0,81.2927142968,41.0585150105,22.5734670034,51.2195121951,77.6203932742,73.5042974915,34.7271334918,100,38.6884621715,5.0945014683,32.3750782462,27.4436246241,62.1378467133,51.9145802651,22.2222222222,0,7.2664359862,38.4603062762,0,37.2025955299,22.5768109367,65.9608922459,#DIV/0!,50.1953553262,3.6018586991,2.8440628428,9.1029550628,1.8831002218,25.4664179104,25.7148074543,66.3359824863,33.5201060351,12.3608849839,86.5429234339,0.154431754,5.5636987006,20.7207207207,23.2347931644,0.1512117874,9.2348049307,27.2658529022,38.9526342037,25.1958984462,73.7319550414,93.3255606355,99.4728110114,76.0444209413,63.6434714621,55.2421620532,6.5107271673,91.2942817181,18.4849662922,3478.1336696333,99.9111102467,0.2313144193,7.2923293625,10.9511990229,40.5476004761,0,28.1068539122,68.6760822497,19.4380131206,12.1974546969,7.9880063394
Michoacán,8.9019364308,21.098125457,64.3153526971,27.3043318169,97.6305971798,66.3197617937,91.8569556161,28.4490920237,30.6329113924,24.6233066785,79.6984863905,8.7346677709,58.7954521479,84.7826086957,7.1341161826,0.2577264795,1.6800353947,56.9536423841,25.1141252191,39.6116874465,27.2986971805,77.3167139206,46.2877416017,31.8105520487,66.5179496882,28.5325802753,55.9737904208,71.8668156673,2.9239983304,43.2098765432,43.6744716012,0,17.5520606237,19.3669758753,45.6640362036,1.4831210891,75.1657983118,36.7960121484,65.0034456712,54.5655375552,15.3256704981,0,23.321799308,83.8367500627,37.6461171337,40.5551550108,48.944479657,24.7112871008,#DIV/0!,39.2892936191,15.728563877,11.7312306825,11.3710293566,10.3573214593,24.9067164179,25.5710073756,27.0563192839,43.7125350968,11.8543767953,97.6798143852,0.036523439,6.1538799171,15.3153153153,27.3809418605,27.780508643,17.4246836609,27.8054623539,22.4410146911,19.182845552,26.9785442515,96.7769953229,99.7423075526,22.3955579059,40.9108678655,63.8946148535,41.0859953327,79.0318651837,0,1627.1015218891,99.9060413556,0.0008944778,11.7042768101,4.486428914,11.5037842552,25.1814856204,8.1597593992,74.2526657848,9.5731713372,0.0221029334,17.3311752036
Morelos,2.777113497,39.424682208,75.9336099585,29.3509581276,28.4668277835,25.2086009799,66.3694750429,63.5177437953,93.9240506329,6.7809478619,87.2961601202,68.3824811213,53.9800494102,84.7826086957,17.1201326139,9.8295185595,2.2714802823,74.1721854305,11.8952382364,39.4251758428,55.2143986901,71.0135806245,86.5035662811,14.3368115565,37.678845072,33.5858540065,43.147580195,85.1529316688,11.9595377881,53.8461538462,63.7371371873,48.9072223798,5.5234406447,31.4032009043,52.980174804,7.7119804353,89.6974361343,93.7222269441,57.9379631472,95.7290132548,77.7777777778,0,65.3979238754,100,31.6053328534,26.171593367,48.6162385539,60.7098877493,#DIV/0!,100,9.5321129088,7.2049783528,0.1275443603,3.5210805377,49.7201492537,52.8213503849,50.2438186685,46.729284751,29.39927698,88.8051044084,30.5354731692,8.3353800456,0,43.1758710337,19.4625664972,18.2744003947,44.1006268624,38.1655333996,57.5122649223,51.5896778093,97.6978538021,99.3849159131,43.4161819143,54.5543393276,73.3946549813,30.2823221746,80.7593951941,9.6292649481,1233.7571904934,99.9068547097,0.0006861748,16.011732211,5.5036280702,0,45.0064898404,27.7397924385,64.3339930474,65.7092947395,9.107731886,71.349546337
Nayarit,0.2794696544,34.3171017342,82.5726141079,100,67.6216591191,45.7761930457,74.5806123561,12.4115104741,30.6962025316,23.7611382873,82.9349742809,9.609739743,58.7954521479,100,100,14.9436627668,4.08675013,54.3046357616,12.4723487192,70.1050571635,42.4550321612,93.8410691491,56.0700691082,21.0632573236,74.6712916194,75.5405091689,57.6164871968,61.9916656565,22.0722984328,71.7948717949,70.4247056296,72.8008526453,52.9526747307,13.706614723,39.8998042502,9.690121638,82.3450891618,27.9506417326,49.0206411625,62.5920471281,44.4444444444,0,61.2456747405,48.4955838705,32.223774354,51.1535688536,26.5179914408,53.5652670091,#DIV/0!,67.0182397431,9.6053401902,6.1949188581,23.3167782493,4.8731958559,23.2276119403,13.8030626747,47.6225443099,36.8802718161,13.3193575473,98.5498839907,0,8.1740721712,0.9009009009,22.4543631123,43.0327199053,38.9038724349,31.7979726945,36.1530726757,10.0979829158,51.5871525363,87.339980521,99.3090065099,37.2025383395,86.3760750586,73.5866631435,23.1942445781,78.2167565388,5.8047963124,701.5854480169,99.9391106148,0,29.5654081493,0.3926850528,24.3775927758,18.8489211401,12.952859662,68.1263970608,0,0.4168618525,2.419709839
Nuevo León,37.9600831374,79.9922467984,67.6348547718,29.8031246755,31.7584658661,26.7102363777,95.278083126,58.1692294456,44.9367088608,30.7389773486,94.5921028881,54.6888274169,0,56.5217391304,2.5134388852,55.0093468933,0.1705757568,91.3907284768,100,97.6310639613,71.3483696715,83.6086260432,68.4430318933,82.409134938,99.0251992354,34.3699376983,91.5658154301,47.9549756706,17.5990623619,24.5614035088,92.9074292981,83.9857664282,16.6945051362,28.2719237232,100,24.1408464254,57.7190237769,27.9915109203,55.2468639893,0,29.1187739464,0,37.7162629758,40.0955847197,33.7367443079,81.5068493151,11.9360467723,84.1567537078,#DIV/0!,55.3873974257,16.1919300304,41.9018540292,60.0989144164,8.0796077599,50,64.1882034213,77.523855725,49.9485670433,33.6532925704,0,0.0001616734,18.2297925219,42.3423423423,62.0728295985,34.4255169469,6.1062277636,96.5313684277,48.7065658544,8.7643879569,69.5394727644,95.3921383853,99.6133705282,100,68.178264269,64.1567837245,3.2577736246,96.0481557607,0,1789.0668348167,99.9780044487,1.9807292715,5.2308606939,24.8480379132,43.5679563947,26.7944759833,31.6605876898,71.6134856474,97.2576780897,69.1115552641,16.0776229111
Oaxaca,4.7122311504,0,83.4024896266,30.4807972723,86.6153706781,37.1788733688,79.4976217969,63.0319240176,73.4810126582,16.3140449366,86.0043768518,1.218400494,100,58.6956521739,12.7187381571,10.3232734624,2.6888973755,49.0066225166,8.3751421934,0,14.5884170096,17.4202811037,28.955245944,0,33.225054293,21.2009178222,0,87.1900747723,33.6164292944,40.5797101449,18.4926609027,45.9884772223,72.5927365076,9.7714782377,1.8940841674,0,97.6681246865,44.5722611845,63.1278247405,68.8512518409,22.6053639847,0,19.3771626298,44.6631173473,36.7861492572,13.9870223504,10.0083183744,11.2706172448,#DIV/0!,16.6405006647,5.8186008473,1.0168808017,7.5009708701,0,0,25.8345917007,8.5367228497,66.0514461233,2.2339737699,99.2459396752,0.0521501419,9.2135868939,17.1171171171,20.0883016776,56.483817662,28.5490356412,4.0161651115,20.7938995933,15.0707605284,49.4607729348,92.7473471719,99.5843142973,11.634056055,22.7326035966,76.0612411627,31.6117190637,45.0524255785,3.0546442301,2783.9966142292,99.8737776479,2.4155557783,15.2381105569,1.2918264055,12.6998830054,30.3869220287,20.886474393,65.2022951837,2.137448777,0.8206468631,4.8889134942
Puebla,13.5512766507,24.2326163896,74.6887966805,41.5275441128,24.1219608606,8.7375331654,50.6160330867,34.0636652956,77.5949367089,12.7522719497,95.8293182973,64.8304000549,53.9800494102,52.1739130435,1.3533831787,10.1384850238,0.6427534802,79.4701986755,22.8185594285,81.419650822,25.4472169404,34.723321901,62.5965482834,19.7548182197,24.1835256504,22.0068156907,42.9364470163,100,34.1233541186,38.8888888889,55.0488070456,83.7034665191,94.508099781,19.0412436078,58.3839514635,7.7946486687,95.5641849141,60.8210998216,50.5565990364,71.8703976436,27.969348659,0,50.5190311419,33.8972961615,33.7074350789,17.2314347513,16.5139617524,35.0821456995,#DIV/0!,36.4985242526,25.1862425607,16.4661460186,0.726449708,1.6815768696,15.2985074627,19.4473397969,21.9070884763,33.3420786537,6.2844373263,98.7238979118,20.5165278246,4.2805242318,7.2072072072,14.7327992507,21.1253708815,9.5851175343,19.2554437459,33.7383828746,16.4287174097,38.298504067,97.0054253333,99.4729926128,77.3929138022,54.5543393276,100,31.6117190637,56.9488633048,15.1130897015,1441.9983071146,99.8929860428,0.1136476978,5.2722276906,19.8905027159,13.4825913506,9.9856615088,24.0653882179,69.4778759845,32.2313044441,7.4296011999,15.4814536474
Querétaro,7.5920902977,40.3743034457,78.8381742739,98.2865897534,25.774130455,29.6768403608,38.6806549254,34.3240822961,38.7974683544,42.0358910389,96.9528077388,14.6118682494,58.7954521479,76.0869565217,14.625448063,34.3931871795,0.0742037549,68.8741721854,6.6553900081,73.4366244902,55.2351800621,65.0811975847,71.2701873683,77.1261873745,75.9963993628,30.3452860207,80.2938862538,74.5961566529,7.4659268642,58.3333333333,58.8877179826,49.424714473,50.7312378125,45.2599988927,39.3743588389,17.6119247016,90.6468770578,74.1639222271,70.6784365956,76.0677466863,47.1264367816,0,37.6177636206,44.4088671819,34.3534420539,45.6741167988,16.2393969759,55.4647787349,#DIV/0!,68.9964426415,17.6705031972,29.8330467503,7.3801029542,10.7048682396,34.7947761194,68.458412437,58.7609304489,29.7154454515,19.938898674,97.8538283063,0.0016667989,8.633111663,8.1081081081,22.9454568163,45.2626289175,18.3806719294,43.3426460647,32.5395606704,24.1336421342,17.1697039239,92.6331321667,99.4962375975,13.8022210471,45.4652071931,73.4382909342,31.6117190637,84.2107184867,15.3500937355,1280.032994187,99.975174952,0.1613981105,8.6715921219,20.1816370433,56.1147170706,26.2756975711,29.8960418132,66.0311703834,52.9337781588,30.3711197576,33.3325817052
Quintana Roo,4.4051633837,27.8592687603,43.9834024896,40.287037272,36.0674964622,29.755277353,90.1458069627,72.0896633343,79.6835443038,76.1410904958,91.7384515249,0.9366855157,100,95.652173913,14.3365100194,0.0947397996,0.2595084133,9.2715231788,15.2215437289,74.7388834076,73.0545467487,62.2212711025,100,28.7726032787,93.1039518305,65.440289103,90.2724291795,50.9183440649,9.5200874705,100,66.934534199,60.8613286463,0,93.7376180612,25.8494435954,10.6303954299,29.8955074554,47.764297022,64.7902342195,50.88365243,59.7701149425,0,40.4844290657,71.7536802998,35.6088764519,67.0511896179,12.6601058189,57.3503739537,#DIV/0!,94.728595448,21.8466213928,26.5651631464,5.6488889417,10.2258071091,48.0410447761,80.8266070789,46.1339371226,25.8946658333,18.6092003476,99.6519721578,0.0041555412,90.1479275242,90.990990991,100,34.3294391878,24.8505888175,50.1394911867,86.253946967,33.0727636064,38.2031618068,89.4065582707,99.1333979147,40.1110523533,50,21.0996217704,31.6117190637,92.3926826582,0,1048.653975719,99.9669424274,100,100,1.002928798,29.5882364604,78.9566214554,0,99.0414529037,8.6635495142,13.5143272763,5.1008310941
San Luis Potosí,6.8128150733,41.008684137,70.5394190871,63.6040105129,90.5043349581,46.7207113791,89.3159406765,68.1259965279,14.3037974684,31.6214691023,93.8392356615,31.1013403439,0,84.7826086957,1.3435130287,18.7794909789,0.5898108548,42.3841059603,16.898591591,57.6368607469,20.1972084458,48.6957434154,60.5491703315,57.0852049847,70.0351701908,40.2459686896,62.8906784083,56.167091352,51.4915293984,66.6666666667,57.3965742973,71.3529125642,60.0154143082,15.8492479261,18.22368171,9.6698149119,80.4739215322,50.6922633476,56.5892923579,57.6583210604,33.3333333333,0,36.0225878643,51.3841776377,33.3020109919,33.7779379957,16.0120265023,45.8349965829,#DIV/0!,40.2205274789,20.9842091301,20.1875157879,11.2911894434,5.2303689582,11.7537313433,57.2193177227,32.8252202401,27.2178180011,14.0958836534,99.535962877,14.8813800103,9.5723630379,14.4144144144,8.122558414,57.5078537286,13.037716994,17.5986830984,24.135765021,9.1997057141,75.4017328595,95.2850618179,99.6720277942,45.1612903226,40.9108678655,82.2496803757,2.4889638384,77.5693492197,7.639252439,979.2402701785,99.9561928988,0.1893597328,10.4659220633,14.0823441363,7.9927681917,1.5150426494,34.1429271882,57.9059787512,12.2169549038,14.1016735283,19.2237181834
Sinaloa,7.1239355274,45.5552757011,85.8921161826,34.7837822739,77.7308877988,74.8056293962,97.7208855054,67.6164491563,0,8.3185518343,51.8225995308,2.4018597193,41.9474251117,93.4782608696,0.7193605319,13.7549359639,2.440903884,29.1390728477,41.6142048844,80.081856526,57.03461232,86.7404498548,40.5114749252,52.3145752747,82.1871667915,55.7030472638,81.3651270341,59.4411031162,4.8523205135,33.3333333333,83.54661003,61.5337838622,61.7230347084,0,51.8335063642,7.262922529,90.3003171665,57.7970683882,68.9597322023,68.7776141384,17.2413793103,0,51.2110726644,46.9458097602,30.9871833542,63.806777217,38.3387976287,68.2992761647,#DIV/0!,53.3562196953,8.8511863622,10.8671932858,32.185812867,5.7508251665,41.697761194,79.5088026547,52.4760136822,42.7577153069,29.481821997,94.2575406032,0.0366298828,31.1928120934,41.4414414414,16.7839462843,17.4173242417,23.2785841558,53.3595190028,38.9848498415,19.6298686574,62.3015602027,94.5854949113,99.6954543803,84.3733474352,90.9108678655,93.7973084333,31.6117190637,91.2625655941,0,1974.1700495911,99.9755125957,10.023261325,21.9534667212,3.9144050356,10.8834471543,9.9331181817,7.3294662347,74.8225671977,15.7375013046,10.7016376958,9.5224702788
Sonora,10.1350241655,48.124540711,57.2614107884,73.7205940602,42.1757874745,56.9426656649,61.7318061609,32.4369949648,46.9620253165,53.2039437929,80.3913424778,0,41.9474251117,91.3043478261,5.3095764797,24.212899365,0.3749700508,84.7682119205,25.4228746957,47.6302917861,55.9249168876,88.2283509918,63.088066817,80.4538384113,90.6801114409,61.086996141,65.2061723426,50.0153453997,28.3202803996,31.1111111111,93.5849008646,60.8791712542,4.093051535,3.0544274483,84.3154064996,11.9815148538,84.9599702796,11.1252004791,53.7499470519,34.4624447717,34.0996168582,0,27.3356401384,40.1403174844,42.5607102765,65.1045421774,60.7334886406,70.9511352318,#DIV/0!,53.932924438,19.1441086035,27.1015300182,29.4386234875,9.9971947109,44.2164179104,100,74.7825486082,28.7877138724,22.8732097495,79.6983758701,12.3999233191,29.5374553757,27.9279279279,13.6833730288,24.7617960727,17.1599499852,53.3476590386,34.3910130552,7.8363488491,59.5296406624,92.5153479426,99.6836502865,61.1845584347,50,41.2035993546,21.7559397961,87.9168948016,0,1627.1015218891,99.956059949,1.4832157973,12.18543445,23.1807954924,28.6584317707,13.3222825525,27.7354836991,59.7528464545,25.6961722022,11.3443050076,17.3206245557
Tabasco,3.8159383863,22.812411517,77.1784232365,14.5904468895,71.7468342134,81.7944841663,93.4728681484,42.101471248,30.6329113924,28.0241134349,93.8901008516,37.7356798004,100,36.9565217391,8.5518233915,28.3102596375,3.6627738699,3.9735099338,12.1764753834,33.7604574817,54.2442207745,13.065583705,42.3482020769,51.9583535989,76.4437447699,89.7576046494,57.9631303422,28.6156733824,91.2559218703,17.9487179487,70.6919228663,58.1955571142,70.1052843259,11.4471005673,16.7935264822,8.3300053383,99.1001734464,88.5232587876,89.8843128395,91.0898379971,12.2605363985,0,76.124567474,32.0234436856,34.0356935079,40.3028118241,24.1393157034,54.800079646,#DIV/0!,10.0721637253,0,20.9602830776,0,1.4824000171,34.6082089552,8.0069663067,27.502688116,8.7772695744,6.5253253583,98.6658932715,6.7377472538,11.1346016714,12.6126126126,14.367017305,22.1199506318,13.7812856016,26.7180930383,13.3832276278,11.3690548349,81.9008350083,90.9056302135,99.5316498789,33.765203596,50,93.7984718716,31.6117190637,45.0524255785,5.3675924977,2182.4111662123,99.9475766689,0.3654003229,2.9270982326,2.0004793728,9.8828018381,3.1016208371,75.3316175795,21.8224487407,3.7013292608,21.1586873565,4.8479787766
Tamaulipas,11.633691444,51.5009331708,87.5518672199,43.2879363412,0,0.3044798357,26.0337094874,38.866237758,44.8734177215,40.1511535741,92.5498871676,4.0982766953,0,21.7391304348,7.2821509995,63.630371109,1.9527216964,39.7350993377,39.2649113121,75.5521721342,63.4618867517,91.0334770792,57.2452788351,65.7217307717,85.8499938646,42.3290249963,82.5517043996,72.4042846093,8.5683408089,46.6666666667,80.7766226179,81.1914843693,85.098691972,14.505656341,20.5645111973,19.6437013364,59.6095940888,58.8077620898,63.7229494572,63.6229749632,3.8314176245,0,38.7543252595,9.2273971662,34.8211455951,69.0699351118,11.4969042973,68.6655754393,#DIV/0!,54.3181056778,14.9682796822,21.6561721215,100,6.596491075,51.026119403,53.0926994305,48.6995530991,29.3232343875,9.3082782922,98.5498839907,11.9152563824,14.6816416958,20.7207207207,18.1187943922,23.3770895292,5.5567187983,51.6929016241,29.8205756,17.5519039776,55.3798599476,85.3804793386,99.2677829824,45.2670544685,36.3565285379,41.4555742843,31.6117190637,89.9588945254,0,1187.4813867998,99.9645015961,6.0863457836,13.8856094167,64.577985744,20.8702075735,1.5219155865,31.6324967705,62.753104106,17.8270914338,19.1482937513,4.81789707
Tlaxcala,0,15.5461951251,85.4771784232,59.2221954076,43.5637894955,18.8417109431,75.0760403356,59.7407864814,87.7848101266,8.3459447829,95.1092715737,81.9356536789,53.9800494102,95.652173913,2.6430558971,8.3328589398,1.2747712089,45.0331125828,7.4907643796,87.436016752,36.4192970695,85.1555202099,89.0905059315,15.4072733926,0,54.3966229403,59.8670257015,35.5436745522,57.3534124851,77.7777777778,63.3131116182,81.0669182381,72.5291751405,16.134152931,48.2521746925,6.4373250534,100,100,50.8235719999,61.8913012495,100,0,79.9307958478,96.7295827812,42.9591526709,23.1434751262,11.298734716,56.6705168081,#DIV/0!,30.4803004025,22.8749245488,8.8675097332,7.1551018286,1.5111007651,3.7313432836,29.5191538049,22.1854832734,31.8214113572,21.0329309269,100,30.5852691984,0,0,35.0520166848,4.1902996089,3.9371957137,6.7227059911,21.2797433324,0,39.7540378881,92.2869179323,99.4611885191,55.1560021153,54.5543393276,71.9895842309,0,45.0524255785,7.142415807,2043.5837551315,99.8838073972,0,5.4492420594,7.543085912,11.0041451431,5.4180629875,21.0045379973,66.9770258192,13.3756313076,20.2154330521,9.4889244066
Veracruz,17.6313035339,23.9115967362,86.3070539419,62.5388300579,40.977509483,13.365485875,79.021908004,14.2466930779,61.2658227848,19.9385283116,92.8858604639,21.8006035714,100,0,8.2167365096,24.3926599704,3.490983246,25.1655629139,37.1583190986,36.5478914678,44.1503200665,5.1564432602,15.7212018182,37.1037409419,56.7545595297,28.1731986189,42.4239842237,58.1493407395,36.7870253787,48.8372093023,55.2791492106,64.2902227066,73.3889803241,13.5653602044,31.008046577,3.8207151498,92.0364159146,60.5710509283,65.22391743,72.0913107511,8.0459770115,0,68.8581314879,98.4260988417,44.1025976385,27.505407354,21.8766360423,30.5638221178,#DIV/0!,35.8133523754,14.3875387965,12.023584304,4.3920596645,100,17.5373134328,36.3902990049,23.208919115,23.3152824784,16.0788028644,99.5939675174,0,7.4361068824,13.5135135135,16.0655407583,26.5060375169,9.783259147,15.4883951202,26.5289760554,19.5773491427,82.6039042352,93.8966356614,99.8654333308,66.9487043892,59.0891321345,54.4148080757,31.6117190637,64.9582597121,0,1280.032994187,99.9384197065,0.9392384881,7.3414591329,5.1494503317,15.9510791507,11.0466470187,30.5412909815,60.1802702752,11.4699076545,11.6417115017,7.51256757
Yucatán,4.2452571301,25.952309815,71.7842323651,91.1444577464,88.1333437062,56.5605496813,50.6942135263,16.378539719,98.0379746835,49.5703265501,100,3.1199095742,100,84.7826086957,6.8607348727,3.2594493186,0,7.9470198675,0,56.9539030823,61.0176025116,90.9830127619,59.6954802469,18.8723553684,44.9336402561,58.4480894993,66.7258723919,70.4646420208,35.925137889,58.3333333333,38.7962176345,39.8277236943,23.0979898182,16.3734321528,33.7896693723,29.071412356,84.7099476769,70.7051035351,71.8907887644,78.3505154639,70.4980842912,0,100,37.1504084841,23.9253904256,37.0944484499,0,43.5902325616,#DIV/0!,60.7973349007,9.5176423858,8.1395933205,35.9083804027,6.6419077444,25.1865671642,43.3179433586,35.8195639731,41.9984344997,6.3932972883,99.7099767981,79.2782947395,14.0920758739,22.5225225225,13.0083677515,17.8431079182,18.2371421688,25.7968428204,47.3839209311,14.1841647551,64.0589498034,96.3165660833,99.4379435344,71.6023268112,77.2869429242,80.3385215889,100,90.5868313196,0,840.4128590977,99.9007098579,4.2094127006,11.4793165259,7.5542716248,11.088417691,8.0208638223,14.5263576326,78.5499684269,23.6934111533,4.8625786829,23.9772541411
Zacatecas,1.9977119247,16.7644143174,80.0829875519,45.7059415955,72.1333533018,35.1497318678,99.6347488495,26.9940236577,93.9240506329,49.9170696263,93.0338266843,22.7037385401,58.7954521479,80.4347826087,0,11.9519412059,0.4724391684,88.7417218543,5.2119653623,53.0681542566,19.7515763954,89.2532055252,79.7886100743,58.7971649966,42.8680740578,57.0673742127,47.5528247969,63.8912746462,18.0821510608,71.7948717949,81.2952850469,42.0809068991,62.2704031205,16.1716043617,58.5192189002,100,62.2224572953,86.8537486087,92.5193920744,92.7098674521,83.908045977,0,44.2906574394,44.7935912239,33.4374586002,27.3251622206,11.3395514634,34.5567127337,#DIV/0!,21.7612384334,100,71.4192441469,48.7896448083,11.0164223492,9.0485074627,24.2457598563,35.6042489266,32.2354339803,9.8100205435,98.4918793503,5.4579758654,7.2291201638,6.3063063063,8.1502116601,24.4887712529,19.0770640617,18.9217735351,46.3828576477,3.7306407128,59.6216698608,90.445200974,99.6780206418,23.0830248546,45.4652071931,79.7399681178,66.2242234876,86.360330769,21.4024596708,1094.9297794126,99.9498443231,0.2743351273,10.4127336722,6.3929570394,25.7406450125,57.9992711094,29.0925498027,51.799133683,2.750359292,5.1135192234,14.4164940247
